date,symbol,side,strike,contracts,entryAt,entryPremium,exitAt,exitPremium,pnl,balanceAfter,reason
2026-06-11,SPY260611C00734000,Call,734,2,2026-06-17T06:18:45.188Z,1.69,2026-06-17T06:18:45.202Z,1.54,-30,8311,"Profit-lock stop: premium 1.54 ≤ locked stop 1.77 (raised to +5% profit after reaching +15% MFE)"
2026-06-11,SPY260611C00734000,Call,734,2,2026-06-17T06:18:45.216Z,1.91,2026-06-17T06:18:45.231Z,2.3,78,8389,"Trailing stop: premium 2.30 ≤ 15% give-back from peak 3.09 (trail 2.63; armed at +25%)"
2026-06-11,SPY260611C00736000,Call,736,4,2026-06-17T06:18:45.984Z,1.25,2026-06-17T06:18:45.993Z,0.85,-160,8229,"Stop loss: premium 0.85 ≤ stop 1.00 (20% loss)"
2026-06-12,SPY260612C00738000,Call,738,2,2026-06-17T06:18:47.715Z,2.4,2026-06-17T06:18:47.724Z,3.56,232,8461,"Trailing stop: premium 3.56 ≤ 15% give-back from peak 4.25 (trail 3.61; armed at +25%)"
2026-06-12,SPY260612C00740000,Call,740,1,2026-06-17T06:18:48.444Z,2.8,2026-06-17T06:18:48.453Z,2.58,-22,8439,"Profit-lock stop: premium 2.58 ≤ locked stop 2.94 (raised to +5% profit after reaching +15% MFE)"
2026-06-12,SPY260612C00740000,Call,740,1,2026-06-17T06:18:48.465Z,2.75,2026-06-17T06:18:48.502Z,1.93,-82,8357,"Stop loss: premium 1.93 ≤ stop 2.20 (20% loss)"
2026-06-12,SPY260612C00740000,Call,740,2,2026-06-17T06:18:48.795Z,1.69,2026-06-17T06:18:48.811Z,3.46,354,8711,"Trailing stop: premium 3.46 ≤ 15% give-back from peak 4.27 (trail 3.63; armed at +25%)"
2026-06-12,SPY260612C00742000,Call,742,1,2026-06-17T06:18:49.852Z,2.66,2026-06-17T06:18:49.887Z,2.97,31,8742,"Trailing stop: premium 2.97 ≤ 15% give-back from peak 3.52 (trail 2.99; armed at +25%)"
2026-06-12,SPY260612C00741000,Call,741,2,2026-06-17T06:18:49.954Z,2.04,2026-06-17T06:18:49.967Z,1.99,-10,8732,"Profit-lock stop: premium 1.99 ≤ locked stop 2.14 (raised to +5% profit after reaching +15% MFE)"
2026-06-12,SPY260612C00740000,Call,740,2,2026-06-17T06:18:50.035Z,1.91,2026-06-17T06:18:50.045Z,1.9,-2,8730,"Breakeven stop: premium 1.90 ≤ protected stop 1.91 (raised to entry 1.91 after reaching +10% MFE)"
2026-06-12,SPY260612C00740000,Call,740,2,2026-06-17T06:18:50.053Z,2.24,2026-06-17T06:18:50.076Z,2.55,62,8792,"Trailing stop: premium 2.55 ≤ 15% give-back from peak 3.30 (trail 2.80; armed at +25%)"
2026-06-12,SPY260612C00742000,Call,742,3,2026-06-17T06:18:50.591Z,1.34,2026-06-17T06:18:50.630Z,1.46,36,8828,"Trailing stop: premium 1.46 ≤ 15% give-back from peak 1.91 (trail 1.62; armed at +25%)"
2026-06-12,SPY260612C00742000,Call,742,3,2026-06-17T06:18:50.639Z,1.27,2026-06-17T06:18:50.670Z,1.34,21,8849,"Trailing stop: premium 1.34 ≤ 15% give-back from peak 1.86 (trail 1.58; armed at +25%)"
2026-06-12,SPY260612C00742000,Call,742,4,2026-06-17T06:18:51.076Z,0.94,2026-06-17T06:18:51.087Z,0.89,-20,8829,"Profit-lock stop: premium 0.89 ≤ locked stop 0.99 (raised to +5% profit after reaching +15% MFE)"
2026-06-12,SPY260612C00742000,Call,742,4,2026-06-17T06:18:51.111Z,0.87,2026-06-17T06:18:51.122Z,0.67,-80,8749,"Breakeven stop: premium 0.67 ≤ protected stop 0.87 (raised to entry 0.87 after reaching +10% MFE)"
2026-06-12,SPY260612C00742000,Call,742,4,2026-06-17T06:18:51.140Z,0.66,2026-06-17T06:18:51.148Z,0.77,44,8793,"Trailing stop: premium 0.77 ≤ 15% give-back from peak 0.94 (trail 0.80; armed at +26%)"
2026-06-15,SPY260615C00754000,Call,754,4,2026-06-17T06:18:53.204Z,1.12,2026-06-17T06:18:53.215Z,1.07,-20,8773,"Breakeven stop: premium 1.07 ≤ protected stop 1.12 (raised to entry 1.12 after reaching +10% MFE)"
2026-06-15,SPY260615C00753000,Call,753,3,2026-06-17T06:18:53.255Z,1.38,2026-06-17T06:18:53.269Z,1.44,18,8791,"Profit-lock stop: premium 1.44 ≤ locked stop 1.45 (raised to +5% profit after reaching +15% MFE)"
